token,symbol,tier,band,fired_band,event_seq,event_kind,prior_event_seq,alert_ts,entry_price,entry_mcap,entry_liq,entry_score,gates_mask,plan_name,sources_dark,deployer,price_1h,mcap_1h,ret_1h,price_6h,mcap_6h,ret_6h,price_24h,mcap_24h,ret_24h,price_7d,mcap_7d,ret_7d,max_ret_seen,min_ret_seen,rugged_after,status,tp_alerted,stop_alerted,trail_alerted,time_exited,suspect_ticks,absent_ticks,promoted_ts,last_snapshot_ts
0x6fdab0c3cadc7901232506ae8132920889516823,PSTOCK,B,band_a_strict,,1,first_sighting,,1789215701.4382741,7.456e-05,73078.0,25453.81,33.3,11111111111111011,cfg_ladder_stop,rpc,0xbc144d80fdb634144012dcbed0bab5f8edd3d34d,0.0001196,116482.0,0.6040772532188838,2.39e-05,23279.0,-0.6794527896995708,5.085e-06,4952.0,-0.9317998927038627,,,,0.6389484978540769,-0.9323497854077253,False,open,0.0,False,False,False,0,0,,1789306051.791502
0x2c5b1fa74b70c98f4a652c0706f3c6147296933c,PSTOCK,B,band_a_strict,,2,first_sighting,,1789215701.4382741,4.857e-05,48570.0,44825.0,27.3,11111111111111011,cfg_ladder_stop,rpc,0x1d1a439c2a234c1bdc61bcea1cda7bffbd30cb69,4.808e-05,48085.0,-0.010088532015647411,4.808e-05,48085.0,-0.010088532015647411,0.0,0.0,-1.0,,,,0.0,-1.0,False,open,0.0,False,False,False,0,2,,1789302503.3959098
0xbed21fc650b2642b57355bc5c1da259d041cb2a7,Dojo,B,band_a_strict,,3,first_sighting,,1789219610.788905,0.0001379,137934.0,64747.57,61.7,11111111111111011,cfg_ladder_stop,rpc,0x6f6f903d5413fdab02f467dac7e624f66cba81a2,0.0001761,176134.0,0.27701232777374907,1.017e-05,10179.0,-0.9262509064539521,1.009e-05,10095.0,-0.9268310369833213,,,,1.2806381435823062,-0.9268310369833213,False,open,0.0,False,False,False,0,0,,1789306051.791502
0x834559fa563b5ffbcb2bf620c08f5c05738a257f,FOMO,B,band_a_strict,,4,first_sighting,,1789219610.788905,4.472e-05,44521.0,22078.19,59.5,11111111111111111,cfg_ladder_stop,,0xe71db7575914fe789cf99857648e3a40808c5db2,4.795e-07,476.0,-0.9892777280858677,5.725e-07,568.0,-0.987198121645796,5.725e-07,568.0,-0.987198121645796,,,,125.16279069767442,-1.0,True,open,0.0,False,False,False,0,2,,1789310173.0692587
0xe7a8220fa9d8803b14c178b295dd1cb07370a307,TOPBLAST,B,band_a_strict,,5,first_sighting,,1789219610.788905,0.0001128,112821.0,31341.92,27.7,11111111111111111,cfg_ladder_stop,,0x9ee24f39f0f44b416afb6956e97b35a314192a30,3.144e-05,31444.0,-0.721276595744681,1.031e-05,10310.0,-0.9085992907801419,4.018e-06,4019.0,-0.9643794326241135,,,,0.0,-0.9670921985815603,False,open,0.0,False,False,False,0,0,,1789313559.1323586
0x94f17efe3540873e1447f3e3640efd4abac3572c,DEGENFLY,B,band_a_strict,,6,first_sighting,,1789220563.136994,6.83e-05,68300.0,38022.86,55.8,11111111111111011,cfg_ladder_stop,rpc,0x7b4c53581b0b18e8c1874c8fe0f88ff4fe46b398,4.383e-05,43834.0,-0.35827232796486097,4.383e-05,43834.0,-0.35827232796486097,4.383e-05,43834.0,-0.35827232796486097,,,,0.27803806734992675,-1.0,True,open,0.0,False,False,False,0,2,,1789308470.898721
0xf6085df2f728e8b33c31200ab06effdf030012c3,HEDGEHOG,B,band_a_strict,,7,first_sighting,,1789221771.9584107,0.0001378,137810.0,71002.79,21.1,11111111111111011,cfg_ladder_stop,rpc,0xe97fe0c92c4d96128f46d3ab950bdf694cfb6181,0.0001666,166607.0,0.20899854862119027,0.0001666,166607.0,0.20899854862119027,0.0001666,166607.0,0.20899854862119027,,,,0.20899854862119027,-1.0,True,open,0.0,False,False,False,0,2,,1789310897.0401168
0x5b6e8b6ae33a3a6c3161dae930906153492a6dc6,FRONTIER,B,band_a_strict,,8,first_sighting,,1789222373.9905221,4.14e-05,41402.0,14841.07,28.6,11111111111111111,cfg_ladder_stop,,0xac9f59e51626abd5f17d0eabca152ac6f6c5a022,0.0008376,837688.0,19.231884057971016,3.29e-09,3.0,-0.9999205314009662,3.29e-09,3.0,-0.9999205314009662,,,,77.74396135265701,-0.9999205314009662,True,open,0.0,False,False,False,0,0,,1789308957.727104
0x1937cad42b17d43bb2b347ce16d5288887c46c33,ANTHROPICx1L,B,band_a_strict,,9,first_sighting,,1789222841.245412,1.88,849790.0,398339.42,53.8,11111111111111111,cfg_ladder_stop,,0xbce0184bacbc66e81398f7a2752efc5fae2a55bc,2.76,1252162.0,0.46808510638297873,1.35,615733.0,-0.28191489361702116,,,,,,,1.542553191489362,-0.4202127659574467,False,suspect,0.0,False,False,False,5,0,,1789258300.280751
0x26ae57104396d7b438764738d6d2d0aa4b42cfd5,Morty,B,band_a_strict,,10,first_sighting,,1789222841.245412,5.987e-05,59872.0,22839.85,29.8,11111111111111111,cfg_ladder_stop,,0x86eb63d7e8ca1a8fd03b23531a9e14369d249038,3.628e-06,3629.0,-0.939402037748455,3.098e-06,3099.0,-0.9482545515283114,3.101e-06,3102.0,-0.9482044429597462,,,,0.0,-0.9492734257558042,False,open,0.0,False,False,False,0,0,,1789309440.481155
0xbdb158abf54a76402b264e9000b295c4a01fcb66,ROBOJENSEN,B,band_a_strict,,11,first_sighting,,1789222841.245412,7.573e-05,75735.0,62327.6,24.6,11111111111111111,cfg_ladder_stop,,0xadb12d27f9e8f2c70e0e7ea7fb47b469241c1c73,0.0002819,281991.0,2.722434966327744,0.0002819,281991.0,2.722434966327744,0.0002819,281991.0,2.722434966327744,,,,2.722434966327744,-1.0,False,open,0.0,False,False,False,0,2,,1789310680.5411367
0x481178799fad2af146b009a979df3a0e36ed1e18,PACEE,B,band_a_strict,,12,first_sighting,,1789222841.245412,6.232e-05,62323.0,61057.41,4.7,11111111111111111,cfg_ladder_stop,,0x98469ccf8b1807870f61557aea293adf959bc212,4.599e-05,45990.0,-0.2620346598202824,5.156e-05,51567.0,-0.17265725288831835,2.263e-05,22639.0,-0.6368741976893453,,,,0.0,-0.6368741976893453,False,open,0.0,False,False,False,0,0,,1789309440.481155
0x11646f3ee85699f415820699b60b23372ad81e18,WLDLONG,B,band_a_strict,,13,first_sighting,,1789223584.946113,4.183e-05,41831.0,40844.68,5.8,11111111111111111,cfg_ladder_stop,,0x1abd6d2aff1dffe326cffaaa0324f5570ccdf118,2.524e-05,25244.0,-0.39660530719579246,2.524e-05,25244.0,-0.39660530719579246,2.524e-05,25244.0,-0.39660530719579246,,,,0.0,-1.0,False,open,0.0,False,False,False,0,2,,1789310897.0401168
